,ID,내용,날짜,별점
135,김진양,도시속 자연공간 커피전문점,1년 전,5
136,노소영,넓은 테이블 대화하기 적당한 장소라 생각해요,1년 전,5
137,cdm3,멋진 장소. 음료랑 디저트는 보통.,3년 전,4
138,jjk lee,커피맛은 잘모르겠고 매장은 넓고 좋음,2년 전,3
139,한성욱,티라미수 대박입니다~,2년 전,4
140,Sun-geun Lee,뷴위좋은 카페 커피와 디저트도 맛있음,1년 전,5
141,Ga-ram Jeong,분위기는 괜찮지만 기본적인 커피와 음식이 맛이 별로입니다. 아메리카노는 약간 탄맛이 강하고 그 이상의 풍미는 없습니다. 스콘은 정말 건조한데 스콘에 버터나 잼이 같이 나오지 않습니다. 제가 먹어본 스콘중에 가장 건조하고 딱딱한 스콘이었습니다. 샌드위치는 그냥 보통의 맛이었습니다. 강남에 위치한 분위기 좋은 카페라서 그런지 가격대는 강남가격입니다. 맛은 상관하지 않고 분위기만 찾는다면 가볼만한 카페입니다.,2년 전,1
142,Chanyoung Park,자리도 많고 인테리어듀 좋은데 스콘은 생각보그 좀 아쉽 ㅠ,1년 전,5
143,Jongmin Kim,다좋은데 사람 너무 많음,10달 전,4
144,ᆞ리뷰맨,넓어서 좋음.,6달 전,4
145,다이나믹K,맛있어요. 이 근처에 이만한 카페가 없어요. 카페가 정말 크고 알베르랩은 커피 짱이에요,2년 전,5
146,진돌,매장이 넓고 쾌적하네요!,11달 전,5
147,홍미나,너무 이쁨,6달 전,5
148,박덕근,자리사람꽉차서 지하갓는데 소리울리고 대화하기도 힘들고 그랫음. 개인적으론 별로... 2층은 좋은거같긴한데 모르겟음,2년 전,3
149,Y-리나,티라미수때문에 갔었는데 맛은 그대로 맛있으나 벌레가 너무 많아서 먹는데 집중하기 힘들었음. 모기가 엄청나게 많았음,1년 전,3
150,Jae-min Lee,여긴 인정! 사람이 엄청 많지만 자리도 많음. 커피도 맛나고 자주 올께요~,2년 전,5
151,Miles,공간을 사용할 줄 아는 카페. 맛있는 커피와 빵 강남에서 제일 괜찮은 카페가 아닐까 생각됨. 사람은 많은편,2년 전,5
152,이솔,이쁘고 저녁엔사람많지만갈만해요,1년 전,4
153,하울의무빙오지는성,"강남 제일의 카페
분위기 ㅆㅆㅅㅌㅊ",9달 전,5
154,우지,"인테리어는 깔끔하고 예쁘고 자리도 넉넉하니 다 좋은데 직원들 너무 불친절함 모두 묵언수행 중이신듯
그리고 커피를 테이크아웃 잔에 담아주고 트레이도 없어서 뭔가 안예뻐....",1년 전,3
155,Joon Song,녹음이 우거진 환경과 스타일리시한 사람들이 많아 눈이 즐거워요 그리고 층간 간격을 넓게 하여 사람이 많은편인데도 소음진동이 심하지 않습니다,1년 전,5
156,Jessica Kim,차~암 기분 좋은 장소^^,3년 전,5
157,Jane Hello,조금 당황스러운 티라미수 비주얼... 에스프레소를 머금은 소보루가루가  빵을 대신하고 위에 얹어진 크림이 맛있긴한데 빵이였으면 더 맛났을것같다 공간은 지하가 더 크고 예뻐서 좋은것같음,2년 전,4
158,Mighty_ DB,비싸지만 강남에서 이만한 장소를 가진 카페라 이해가 됩니다. 강남좀 나와봤다하는 사람들에겐 너무나도 유명한 카페이고요. 평일낮에가면 사람없어서 좋아요. 저는 지하공간이 탁 트여서 좋은데 화장실가려면 위로 올라가야한다는 점이 단점...,3년 전,4
159,Hyeonwoo Im,강남에 이정도 규모의 카페가 가능한가? 싶을정도로 크다. 조금 위로 올라가야되지만 나만의 장소라는 느낌이 들어서 좋음,2년 전,4
160,hoonske hwang,비싸긴 하지만 느낌 좋은 카페입니다. 아메리카노 맛있네요. 디저트도 적당히 괜찮습니다~,2년 전,4
161,HYUNG KYU KIM,커피와 빵의 맛이 좋고 공간 디자인이 좋음. 이런 장점때문에 주말의 경우 사람이 너무 많다는게 단점. 와이파이가 잘 안터지는 자리가 있음.,3년 전,3
162,wonsang You,굉장히 자리가 많아요~ 4인석이 많고 6인이상은 테이블 붙이거나 잘 찾아야해요,2년 전,4
163,chadic Jung,모임으로 방문하기 좋음 단. 맛있다는 브라우니는 솔드아웃으로 못먹어서 아쉽. 지하부터 윗층꺼지 매우 넓음,2년 전,4
164,Da Na,내부가 넓고 인테리어도 나쁘지않음. 음료는 별로.,1년 전,4
165,hojin kim,알베르... 알베르... 알베르... 열번째 가서야 이름을 알게되네요... 모르긴 몰라도 다음주가되면 '전에 만났던 그 카페'가 되있겠지만요,2년 전,5
166,dongjin jung,넓음. 시원함,1년 전,4
167,손경미,이국적임.편안함.친구들과차마시며수다떨기좋은곳.한번쯤가보길.강추.,2년 전,5
168,REDSON,사람이 너무 많음 커피맛에 비해 가격이 비쌈 다만 강남에 위치해있고 가게가 넓고 인테리어가 좋음,2년 전,3
169,설아,"뷰⭐⭐⭐⭐
분위기⭐⭐⭐⭐
맛⭐⭐⭐⭐
친절도⭐⭐⭐⭐
다만 늘 사람이 복작복작해서 시끄러움
선선할때 테라스 아주 좋음
담요가 있어서 아주 편함
6년째 단골",1년 전,5
170,kwanbo lee,공간이넓고 층별로 다른테마라 다양한 분위기로 커피를 즐길수 있습니다,1년 전,5
171,Territory of Joe,매우넓음. 지하에서3층까지 뷰도좋음.,1년 전,5
172,noop s,커피를 좋아하시는 분이라면 알베르 랩을 추천드립니다,1년 전,4
173,밴로이-TV,사람이 너므 너므 많음. 커피만 놓고 페이크 자리 잡아놓은 사람들 있음. 커피 통 다마신건지 아닌지 확인해볼 필요 있음,2년 전,4
174,AL파카,장소가 넓고 충전할데도 많지만 와이파이가 가끔 잘 안됨. 커피 가격대도 좀 있는 편..! 알바생분들이 잘생기심 ㅎㅎ This place is good for looking to wide cafe.,2년 전,4
175,S2_w_o_o_y_a,넓은 공간이 장점이에요~ 평일 낮엔 사람이 적어서 조용하게 얘기하기 좋았어요. 하지만 오후되면 사람들이 많아진다는 점~ 커피가 특별히 맛있는지는 모르겠지만 티라미슈가 맛있었어요.,3년 전,4
176,YONGHYEOK SONG,핸드드립 내려서 마시는곳 좋음. 여유가있어서,2년 전,5
177,Seongho Cho,카페 크기 말고는 다 별로네요,8달 전,1
178,공부방열공,뭔가 공부하기 좋고. 빵이 맛있음. 자리도 많아서 좋음.,2년 전,4
179,김정윤,미세먼지 없는 맑은 날 2층 테라스에 앉아서 커피 홀짝이면 참 좋다,2년 전,4
180,날씬한임산부,가격 넘비싼데 커피는 넘 맛없음 양도 넘 적음 아이스라떼 종이컵에주고 3번빨면 없음 전망은 넓고 좋음,1년 전,2
181,II I,강남역 카페들 중 유독 탁월한 공간,1년 전,5
182,KIM Toto,사람 많은 강남에서 도저히 자리 있는 카페가 없을 때 마지막으로 가보면 항상 앉을 자리가 있다 메뉴가 다양하진 않지만 넓고 화장실이 쾌적한 편임,2년 전,4
183,Jeeho Park,모임하기좋은곳이에요 크기가커서~ 메뉴는 그냥저냥 보통이고요,2년 전,4
184,이혜선,인테리어나 분위기는 좋은데 커피 맛이 좋은 지는 모르겠다,2년 전,4
185,KT,"신논현역 아이폰매장 뒷쪽 리츠칼튼호텔 뒷골목 까페거리에 있는 큰 까페.
1층도 이쁘지만 지하 1층이 더 이쁨. 가끔 공연도 열린다.매장이 무지 넓음. 종종 드라마에서도  이까페를 볼수있음. 가격이  조금 비쌈. 커피 굿.
티라미수케익 쏘쏘.",4년 전,5
186,민정,커피는 그냥 그런데 티라미수가 맛있어요 여러 층으로 되어있어서 자리 되게 많고 야외 테라스도 있어서 날이 좋으면 나가서 먹어도 좋아요 화장실도 깨끗합니다 커피잔이 다 종이컵으로 되어있어요,2년 전,4
187,이수,티라미수가 맛있는 카페 커피는 그냥저냥. 뷰 감상하면서 공부하기 좋은 곳,2년 전,4
188,Jieun Park,넓고 커피맛이 있음,1년 전,4
189,김뿌꾸,커피 빵 다 맛있고 넓어서 좋아요^^,1년 전,5
190,흠흠,민트차 진짜 걍 찬물에 치약탄것 같아요..ㅠ 적게 3모금 마시고 더는 못 마시겟더라구요ㅠ,1년 전,2
191,강규원,"커피 맛있는 카페...
3층의 전망도 최고...",1년 전,4
192,Rolly,넓고 쾌적. 커피는맛있지만 다른음료는쏘쏘,2년 전,4
193,Jumie Huh,지하 장소 넓고 소리 안 울려서 좋았음. 커피도 평균적.,2년 전,4
194,Su Hyun Kong,천장 높고 예쁜데 사람이 넘모 많아서 자리 잡기가 쉽지 않다. 커피는 맛있었음.,2년 전,5
195,Yy,"커피는 별로
분위기는 짱",3년 전,4
196,jeong kim,번잡하긴 하지만 커피도 맛있고 공간도 넓고 초록초록해서 좋아요.,1년 전,4
197,신지영,넓고 자리가 많은데도 사람도 많네요 대학생들 팀플 모임 하기 좋은듯요,2년 전,3
198,도현정,카페는 정말 좋은데 음료양 너무 적음,1년 전,4
199,Young Sook Hong,"분위기 좋았어요
넓은공간도 맘에 들어요",2년 전,5
200,능이버섯,사람이 많긴한데 다 수용할 수 있는 크기가 좋았고 티라미수가 매우 맛있었음,2년 전,5
201,지윤희,사람많음. 좋아요,1년 전,5
202,KAIROS,나무들과 같이 숲속에 있는 기분이 들게 하는 카페. 프렌차이즈보다 훨씬 좋은 분위기이다~~^^,2년 전,4
203,NAE LEE LEE,알베르 티라미수는 사랑입니다. 지하에 오래 있으면 선선할 수 있으니 무릎담요 필수,2년 전,4
204,Soonhyun Ban,"좌석이 많고 천장도 높아 쾌적하지만, 사람이 많아서 그런지 편안한 느낌은 아니에요",2년 전,3
205,jeason Ku,"테라스도 좋고 내부 인테리어어도 좋습니다!
사진은 없지만 티라미슈랑 에스프레소 진짜 좋아요",3년 전,4
206,Yunsuk Seo,카페가 공간이 넓어 웅장하기도 하고 야외 좌석도 있어 요즘 날씨에 가기 좋네요. 알베르 랩에서는 드립커피도 맛볼수 있어요.,3년 전,5
207,Maison Somokhwa,강남의 새로운 커피 랜드마크.  맛있는 커피와 활기찬 분위기의 다목적 식음문화공간,3년 전,5
208,sh50173692 Shin,강남역 갈 때마다 들르는 카페예요. 넓고 테라스자리가 많아서 좋아요,2년 전,5
209,욘따욘따,티라미수 존맛 블루베리스콘 존맛,2년 전,5
210,SH K,그냥 큰곳 치즈케잌이 별미,1년 전,4
211,Junwon Park,"넓은 공간, 플리마켓_위기의주부들 참가 및 방문, 미니셀",2년 전,4
212,Heejeong Park,매장이 엄청 넓습니다. 사람이 엄청많아서 겨우 지하 층에 자리잡았는데 천장이높은데다가 사람이 많아서 좀 시끄러웠습니다. 음료는 무난하게 괜찮았습니다.,3년 전,3
213,HE B,아주 넓고 따듯해요 청포도 쥬스가 맛있어요,2년 전,4
214,이석훈,공간이 아주 넓어요,10달 전,4
215,Dadi 다D,알베르는 가도 가도 좋아요^^,1년 전,5
216,: D,일단 엄청넓고 잘도 넉넉합니다 답답하지않고 좋아요,2년 전,5
217,Taylor L,자리가 엄청 많은데다 건물 앞에 나무가 많이 심어져 있어서 그런지 강남같지 않네요 ㅎㅎ 커피 가격이 좀 하긴 하지만 원두 좋은 거 쓰시나봐요 커피 맛도 괜찮아요,1년 전,4
218,Jinhee Kim,"넓고 깔끔한 매장.
입구에 나무도 많아서 강남역에 있는 느낌이 안들어요.",2년 전,4
219,S.H Park,커피가 맛있고 인테리어가 이뻐요,1년 전,4
220,권호일,넓다. 크다. 인지도가 있어서 만남장소 잡기 좋다.,2년 전,4
221,조유리,테라스가 있어 광합성하기 좋아요. 빵도 맛있어요. 근데 사람이 많아 시끄러워요.,3년 전,4
222,Taegeun Oh,"자리도 많고, 간격도 넓어서 대화하기 좋음",2년 전,4
223,yun-mi ju,공간이 넓고 커피가맛있어요,2년 전,3
224,Denis Kim,공간으로서 다양한 시도가 느껴지는 카페,2년 전,5
225,cindy,커피숍이 많이 넓음 사람들이 엄청많아서 시끄러움. 커피는 좀 비싼편인듯. 그러나 모임하기에 지하철역과 가깝고 인테리어도 깔끔해서 좋은듯.,3년 전,4
226,정저격,카레돈가스가 맛이 좋다...,2년 전,4
227,Jonghyun Min,사람너무많아. 음료그럭저럭...애들 다 모여서 팀플하는 곳이구나!,2년 전,2
228,Sanghyuk KIm (체게바라),좋았음,6달 전,5
229,TUBETUBE,좋은 분위기와 맛있는 베이커리,1년 전,4
230,강비,가격사악..맛은 싸구려,1년 전,1
231,Jaylin Kim,커피 맛있고 자리가 많아서 그래도 한 테이블정도는 항상 있어서 좋으나 좀 시끄러움,1년 전,4
232,공원정,맛있고 넓고 비싸다,1년 전,4
233,이의현euihyun,강남역에서 아주아주 넓은 카페. 지하가 진짜 넓어요,2년 전,5
234,Namhyoung Kim,넓고 음료맛도 좋아요,1년 전,5
235,채굴TV,"천장 높은 카페
사람 많음",1년 전,4
236,박주성,"맛은 보통 2인석은 자리가 좀 좁을수도있고,4인석과 단체석은 괜찮다.",2년 전,3
237,김용길,가족들과 함게,1년 전,5
238,박종현,개인적인 생각인데 지하층이 젤 좋음,2년 전,3
239,GPDLIVE,"커피도 맛있고, 공간도 넓어서 시원한 공간입니다.",2년 전,5
240,helloworldpark,"나쁘지는 않은데, 사람이 너무 많아요.",2년 전,3
241,W원블리아,"분위기 좋음. 가격은 다소 높은편.
매우 넓고 사람도 많음.",3년 전,4
242,Myung Kang,분위기 좋고 괜찮음,1년 전,4
243,Antonio Song,넓고 층도 많아서 좋은데 넓은만큼 사람도 많은건 함정,3년 전,5
244,Byeong Cheor Lee,강남역~~랜드마크,6달 전,5
245,심은희,"강남 cgv뒷편 골목 안쪽에 큰 카페.. 총 3층으로 되어있고, 티라미슈가 맛있음. 주말에는 지하,1층,3층이 꽉참",3년 전,5
246,Chaieun Park,넓지만 항상 사람이 많다! 그래도 넓은 만큼 쾌적하서 좋음 ㅠㅠ미숫가루라떼와 티라미슈👍👍,3년 전,4
247,서희선,"왜 유명한 곳인지는 모르겠다,,,, 지하층은 비가 새고 겨울되면 완전 추울 것 같은 곳,,,",3년 전,2
248,홍추민,와이파이가 너무너무너무나 안터지네요...일층 구석자리 앉아서 그런가 너무 안터져요. 와이파이 말고는 괜춘하네요. 가격이 좀 비싼감이 있지만 매장 크기 실내 인테리어 흠잡을 것 없이 젛아요,3년 전,4
249,Jaewon Yun,"야외자석 지금날씨로는
살짝 춥지만 앉아있을 만 합니다
사람많고 시끌시끌
커피는 내입맛엔 별로..
일반적으로 맛볼 수 있는 커피",3년 전,4
250,황희찬,편하게 이야기하고 11시까지 눈치보지 않고 있을 수 있어서 너무 좋았다.,3년 전,5
251,Jinwoo Lee,장소가 넓고 시원함 인테리어도 잘 됨,2년 전,5
252,김유진,티라미슈가 진짜 존맛탱...,11달 전,4
253,김Maro,분위기굿,10달 전,5
254,Ji Soo Kim,상당히 넓은 매장이며 문화공연을 종종 합니다.,3년 전,4
255,Loven로벤,"넓고 탁 트인 공간이 좋지만, 가격이 비싼데 비해 개인적으로 커피맛은 소소..였습니다.",2년 전,3
256,Walter Bae,특색있는 커피와 그에 걸맞는 분위기~,3년 전,5
257,송미연,강남에 이렇게 큰 카페가! 근데 사람 많음,2년 전,5
258,김광현,좋은 장소 즐거운 추억,1년 전,5
259,jinyong jung,쾌적하고 인테리어도 잘 되어있지만 가격이 조금 비싸다.,3년 전,4
260,Ungsik Yun,넓고 좌석도 많다. 하지만 그만큼 사람도 많음.,3년 전,5
261,joon lev,알베르랩 짱 // 시나몬롤 짱짱,2년 전,4
262,Summer Kang,강남에서 흔하지 않은 넓고 자리 많은 카페,2년 전,4
263,Hyeju Song,"넖은 장소
다양한 메뉴
부족한 커피퀄리티
맛있는 티라미수
주차는 옆건물 르 사이공 지하가능하나 유료임",2년 전,4
264,김주연,친구들과   점심 후  유익한  대화를  편하게 하던곳,3년 전,3
265,seika fujinami,넓고 예뻐서 느긋한 시간을 보낼 수 있음,2년 전,5
266,직장인이씨,넓고 커피맛 좋음 남자알바들 다 미남,3년 전,5
267,성훈,넓은매장. 대낮에 여유롭게 커피 마시기 좋다.,3년 전,5
268,June R,넓고 사람많고 테라스 좋고 분위기 좋은 곳,2년 전,4
269,신정훈,직원 교육 좀 시켰으면 좋겠네요. 장사를 하는건지 쳐노는건지 ㅋㅋㅋ,2년 전,1
270,정세현,테이블 간격이 넓어서 담소 나누기 좋아요~,3년 전,5
271,임용환,강남의 유명한 엄청 큰. 그리고 비싼 커피숍,2년 전,3
272,Jayjay Chris,아늑,6달 전,5
273,Han Seul kim,넓고 맛있고 경치좋고(비교적) 사람많은 강남의 단독 건물 카페,3년 전,4
274,3x3_Nia,"공간은 크지만 그만큼 사람 많고, 시끄러운 곳. 커피는 그저 그렇고 장비는 라마르조꼬에 메져그라인더의 기본타 느낌",3년 전,3
275,연아누나힘내,인테리어가 좋아 자주 방문하는 곳. 근데 초코퍼지는 별로였네요.,3년 전,4
276,Bora Kang,"분위기 좋아요ㅡ 참,  시나몬 롤이 특히 맛있습니다.",4년 전,4
277,H P,사람 없을 때 가면 이만한 곳이 없음,3년 전,4
278,박박소형,시끄러운거 빼곤 좋음,1년 전,4
279,안혜진,"지하1층,지상1,2층의자리 공간이 넓고 티라미수와 커피는 무난해요.",3년 전,3
280,YangKo FunFun Kids,커피 맛은 그레잇인데...사람이 너무 많음,3년 전,3
281,Yoonsum Lin,넓어서 굿. 초록초록도 굿.,2년 전,5
282,SeongHoon Seo,널찍해서 좋다,1년 전,4
283,윤지나,티라미수가 맛집. 근데 갸격사악,1년 전,3
284,김민섭,커피도 맛있고 공간도 넓고 좋음,4년 전,5
285,고동환,맛은 뭐 그럭저럭 넓어서 좋아요 ㅋㅋ,3년 전,4
286,Caidoz,음악이좋아요,1년 전,5
287,김인수,티라미수짱,2년 전,5
288,장효성,이국적인 분위기라서 좋았습니다.,2년 전,5
289,Byung Chan CHO,주말에 사람이많아서 앉을자리가없다,1년 전,3
290,sunil c2,커서 조으닷,3년 전,3
291,김철희,커피값이 비싸나 공간이 넓다,2년 전,3
292,김광윤,ㅂㅜㄴ위기 좋은...,3년 전,4
293,뿌뽐,맛난 피자에여 강추!,2년 전,5
294,꼬르륵,커피가 아주 맛있고 청결하고 분위기가 좋아요 :),3년 전,5
295,김복세,넓음,8달 전,5
296,정진우,인테리어는 좋으나 커피값이 비싸고 주말엔 사람이 많아서 정신 없는 분위기. 평일 낮엔 좋다.,3년 전,3
297,JungHee Lee,이국적인 커피숍,1년 전,5
298,Inwoo Yeo (the Blue Sky),장소가 넓어서 앉을 곳이 많아요,3년 전,5
299,Shannon Choi,넓고 커피가 제 입맛에 딱 맞아서 강남 갈때마다 여기로 가요  커피 존맛 ㅠㅜ 티라미수는 꼭 먹어야해요 티라미수도 존맛탱 ㅠㅜ,2년 전,5
