,ID,내용,날짜,별점
136,Etckhee Lee,강남에서 이정도 쾌적함과 따뜻한 분위기 즐기기 쉽지 않습니다. 추천!,1년 전,5
137,김종근,주차 2시간 무료.  뉴욕분위기..  커피맛은 비슷,1년 전,5
138,이종원,"커피의 맛은 신선하고 최고입니다.
장소도 매우 훌륭합니다.",1년 전,5
139,전혜진,복잡한 강남한가운데 넓은 독특한 공간.  커피도 좋고 빵도 좋고 수조관 전시장 볼것도 있고,1년 전,4
140,Momo Mo,커다란 전시관 느낌의 뻥뚫린 계단형 공간이 있다. 커피는 신선하고 디저트 종류가 다양하다. 2층엔 공부하는 사람들이 많고 1층 점심시간엔 주변 회사 사람들이 매우 많다.,2년 전,4
141,Kwangho Moon,커피맛을 모르는 저지만 맛나요~,6달 전,4
142,Eun Sung TV,갈때마다 편안한 휴식을....,1년 전,5
143,Clém Lee,독특한 인테리어가 맘에 든다. 해외 어느 도서관에 온 이국적이면서도 안락한 느낌.,1년 전,4
144,그대 눈동자에Cheers,책들이 관상용인 거 빼고는 다 좋아용 ㅠㅜ,7달 전,4
145,김남석,무난합니다. 커피는 좀 비싸요,9달 전,3
146,양재식,"이곳은 공간의 예술!!! 평범한 테라로사를 거부한다.
위아래 뻥 뚫린 공간 이공간은 감히 삼성역

최고의 커피숍을 자부한다!!",1년 전,5
147,귀팔랑,이쁜까페,1달 전,5
148,김인우,카페가 굉장히 넓은편 . 자리 앉기는 힘들편. 커피맛은 최고,1년 전,5
149,변미숙,커피도 맛있고 장소가 좋은데 창가엔 4인좌석에 항상 홀로족들이 차지하고 있어서 불쾌 합니다 혼자만의좌석을 만들어 놓으면 좋을듯합니다,9달 전,4
