,ID,내용,날짜,별점
162,Charles Yu,"(Google 번역 제공) 좋은 아침 식사 메뉴. 버터 팬케이크는 훌륭합니다!

(원문)
Good breakfast menu. The butter pancakes are amazing!",4년 전,5
163,Juan Nunez,"(Google 번역 제공) 아침 에이 카페에서 두 번째 방문. 마지막으로 허브와 저는 아침 식사 세트를 주문했는데 너무 꽉 차서 끝냈습니다. 이번에는 분할 결정과 치즈 와플을 주문했습니다. 분할 결정은 꽤 좋았고 한국의 토스트를 좋아했습니다. 어쨌든 그들은 푹신하고 두껍습니다. 팬케이크도 푹신했다. 와플이 너무 맛있고 짠 맛이났습니다. 대신 바나나 초코 와플과 같은 달콤한 음식을 주문해야했습니다. 빌은 약 40 + k 원까지 올랐다. 정확하고 저렴하지는 않지만 다른 더 나은 아침 식사 옵션이 있습니다.

(원문)
2nd visit at this cafe for breakfast. The last time my hub and I each ordered a breakfast set and were too full to finish them. This time, we ordered a split decision and a cheesy waffle. The split decision was pretty good, loved the toast in Korea, somehow they are fluffy and thick. The pancake was fluffy too. The waffle was too cheesy and salty, we should have ordered something swee, like a banana choco waffle instead. Bill came up to about 40+k won. Not exactly cheap and definitely there are other better breakfast options.",1년 전,5
164,Kertney Martinez,"(Google 번역 제공) 전 세계에서 제가 가장 좋아하는 아침 식사 장소 중 하나입니다. 완벽한 미국식 아침 식사. 당신은 많은 음식을 얻지 만 미국에 비해 상당히 비쌉니다 (괜찮고 가치가 있습니다). 유일한 단점은 내가 들어갔을 때 그들이 화분에 든 커피를 제공하지 않고 한 번에 한 컵 씩만 주문할 수 있다는 것입니다. 서비스는 좋았고 식당은 깨끗했으며 남편과 나는 매우 기뻤습니다.

(원문)
Absolutely one of my favorite breakfast places in the world. Perfect American breakfast. You get a ton of food, but it is fairly expensive compared to the US (which was fine and worth it to me). Only downside was that they stopped serving potted coffee when I went in, and I could only order each cup one at a time, which made it even more expensive. Service was good, the restaurant was clean, and my husband and I were very pleased.",2년 전,5
165,Hyun Chung,"(Google 번역 제공) 팬케이크가가는 한, 이것은 서울에서 가장 좋은 것 중 하나입니다.

(원문)
As far as pancakes go, this is one of the better ones in Seoul.",1년 전,5
166,Candace Walker,"(Google 번역 제공) 나는 프레스코 버거를 먹었고 너무 많이 먹었다. 바베큐 소스와 마요네즈가 어울려서 단조로운 샌드위치를 ​​만들었습니다. 베이컨은 나를 위해 요리되었습니다. 남편은 바베큐 소스를 가진 햄버거를 먹었고 괜찮습니다. 내 아들도 프렌치 토스트를 먹었고 즐겼다. 직원은 매우 친했다. 그리고 우리는 바로 들어왔다. 다음에 나는 아침 식사 음식을 얻을 것이다.

(원문)
I had the fresco burger and it was just too much. BBQ sauce and mayo melded together to make a sloppy sandwich. The bacon was under cooked for me. My husband had a burger with BBQ sauce and likes it ok. My son had French toast and enjoyed that as well. The staff was very friendly and we got right in. Next time I'll get breakfast food.",2년 전,3
167,Frankie Hazard,"(Google 번역 제공) 이 장소는 방문 할 가치가 없습니다. 관광지이기 때문에 가격이 너무 비싸지 만 페퍼민트 차는 10,000 원 이상이었습니다! 그 가격 주변의 대부분의 음료도. 미국식 아침 식사를 정말로 간절히 원한다면 이것이 귀하의 요구를 충족시킬 수 있지만 음식이 매우 중요하지 않기 때문에 높은 희망을 사용하지 마십시오.

(원문)
This place is not worth the visit. It’s very overpriced for what you get, granted it is a tourist spot, but it was over $10,000 won for a peppermint tea! Most drinks around that price too. If you’re really craving an American breakfast this might satisfy your needs but don’t use high hopes as the food was very sub par.",1년 전,2
168,Olive Kim,"(Google 번역 제공) 팬케이크는 너무 맛 있었지만 장소는 끔찍했습니다. 우리 음식에서 머리카락 두 가닥을 찾았습니다. 테이블이 더럽습니다. 더러운 행주를 사용하고있는 것 같습니다. 그리고 정말로 나를 괴롭힌 것은 ... 파리였다. 적어도 30 개의 무언가가 날아 다니고있었습니다 (실제로 그것들을 세었습니다). 전염병?! 그들은 사방 벽과 벤치에 있었다! 다시는 여기로 가지 않을 것입니다. 나는 그들의 팬케이크를 좋아하지만 원래 장소를 방문 할 것입니다.

(원문)
Pancakes were soooo delicious BUT the place was gross. Found two strands of hair from our food. The table was dirty- I think they were using dirty dishcloth. And what really grossed me out was... flies. There were at least 30 something flies all over (I actually counted them). Fly epidemic?! They were on the walls and benches everywhere! Never will I go back here. I do love their pancakes but Ill visit the original place.",2년 전,1
169,Khaled,"(Google 번역 제공) 나는 팬케이크를 위해 거기에 있었고 맛있었습니다. 나는 원래 팬케이크와 블루 베리 팬케이크를 주문했는데 매우 좋았습니다.

(원문)
I was there for the pancakes and it was delicious i ordered original pancakes and blueberry pancakes it was very good and they have valet parking 1h 3000 won",1년 전,4
170,Laurent,"(Google 번역 제공) 맛있고 좋은 부분, 좋은 직원!

(원문)
Tasty, good portions, nice staff!",1년 전,4
171,고대훈,"(Google 번역 제공) 음식이 충분하지 않고 맛이 좋지 않지만 비용이 많이 듭니다. :(

(원문)
NOT ENOUGH FOOD, NOT BAD TASTE, BUT EXPENSIVE. :(",11달 전,2
172,Daniel Lamblin,"(Google 번역 제공) 조금 비싸지 만 맛있습니다.

(원문)
A little pricey but tastey.",1년 전,5
173,Kemi Akindude,"(Google 번역 제공) 정자에서는 대개 훌륭하지만,이 장소에 갔을 때 팬케이크를 먹을 때 불에 타 버렸다. 교환을 요청했을 때 (손대지 않고) 그들은 반품이나 교환이 없다고 말했고 새로운 교환에 대해 돈을 지불해야합니다. 버터 핑거는 대개 훌륭하지만, 나는 이것이 이상하다고 생각했습니다.

편집 - 내가 갔던 곳은 10 번 출구 밖에있는 강남에있었습니다.

(원문)
It is usually great in Jeongja, but when I went to this location, my pancakes were burned when they were served. When I asked to exchange them (without touching them) they said there are no returns or exchanges and I have to pay for new ones. Butterfingers is usually great, but I thought this was odd.

Edit-the location I went to was in Gangnam, outside of exit 10",1년 전,2
174,ヤーク,"(Google 번역 제공) 한국에서 2 번 정도 갔는데 아주 맛있습니다, 또 가고 싶다!

(원문)
韓国で、2回ほど行きましたがとても美味しいです、また行きたいなぁ!",1년 전,5
175,ディモルフォセカ31,"(Google 번역 제공) 분위기 좋고, 오빠 친절했다. 오믈렛, 팬케이크, 프렌치 토스트, 오렌지 에이드, 아멜리 카노 전부 맛있었습니다! 일본인은 우리끼리 편히 쉴 수있었습니다!

(원문)
雰囲気良し、お兄さんフレンドリーでした。オムレツ、パンケーキ、フレンチトースト、オレンジエイド、アメリーカーノ、全部美味しかった！日本人は私達だけで寛げました！",2년 전,5
176,Sean Stevens,"(Google 번역 제공) 훌륭한 음식이지만 높은 가격 (식사 당 ~ 25000). 미국식 식당에 충실합니다. 불행히도 우리가 방문했을 때 그들은 커피가 부족했습니다.

(원문)
Great food but high prices (~25000 per meal). True to American style diners. Unfortunately they were out of coffee when we visited though.",2년 전,4
177,Brian Guzzetti,"(Google 번역 제공) 클래식 미국식 아침 식사입니다. 잘 준비된 양질의 음식과 많은 음료 옵션, 주스, 스무디 및 미모사.

(원문)
Classic American breakfast food. Well prepared, good quality food, and lots of drink options, juices, smoothies and mimosas.",1년 전,5
178,Min-Su Kim,"(Google 번역 제공) 장식은 개조가 필요하지만 음식은 마을에서 가장 좋은 음식 중 하나입니다.

(원문)
The decor needs renovation but the food is one of the best in town.",1년 전,5
179,Ellen Mellyn,"(Google 번역 제공) 비싸지 만 훌륭한 서양식 아침 식사 공동

(원문)
Pricey, but a great western breakfast joint",1년 전,4
180,Anthony Carchidi,"(Google 번역 제공) 이 모든 것에 24500 원 좋은 아메리칸 스타일의 브런치.

(원문)
24 500 won for all this.  Good American style bruch for sure.",1년 전,4
181,Sarah Shin,"(Google 번역 제공) 긴 대기 시간 외에도 주문한 음식을 얻는 데 영원히 걸렸습니다. 그래도 음식은 좋았습니다. 서울에있는 진짜 미국식 식당 유형 아침 식사 장소 중 하나입니다. 그들의 주황색 원조는 정말 좋습니다.

(원문)
It took forever to get the food we ordered in addition to a long wait time. Food was good though. One of the descent real american diner type breakfast place in seoul. Their orange aid is really good.",2년 전,4
182,Sean Jang,"(Google 번역 제공) 3.5 성급 장소. 오직 Gang Nam에있는 Original American Style Breakfast를 서빙하십시오.

(원문)
3.5 star place. Only place in Gang Nam which Serve Original American Style Breakfast.",2년 전,4
183,Susan Kang,"(Google 번역 제공) 강남역 10 번 출구보다 디자인이 적고 직원들도 과로 한 것 같았다. 금요일 정오에 거기에 있었다. Gip은 멋진 출납원입니다 !!

(원문)
Less design than the Gangnam Station exit 10 branch--also, staff seemed overworked. Granted was there at noon on a Friday. Gip is an awesome cashier though!!",2년 전,4
184,Fadil Dahan,"(Google 번역 제공) 아침 식사 미국식 팬케이크와 오믈렛 매우 맛있는

(원문)
فطور ع الطريقة الأمريكية البانكيك والاومليت لذيذ جدا",1년 전,5
185,Liz Na,"(Google 번역 제공) 야간 식사는 괜찮지 만 마지막 장소입니다.

(원문)
Night meals are ok but would be the last place to go.",1년 전,2
186,Warren Rehman,"(Google 번역 제공) 이 장소는 정말로 좋지만 과대 평가되었다고 생각합니다. 인기가 많고 포장되어 있지만 주변에는 다른 옵션이 많이 있습니다. 시도해 볼 가치가 있다고 생각하지만 여기서 군중을 다룰 수는 없습니다. 매우 맛있는 팬케이크.

(원문)
This place is really good but I feel it is over-rated. It's so popular and packed, but there are so many other options around. I think it is worth trying but I just can't deal with the crowd here. Very delicious pancakes.",9년 전,4
187,parkpark park,"(Google 번역 제공) 좋은!! 검보 .. 훌륭한 팬케이크 .. 다양한 브런치 선택 ..

(원문)
Good!! recommend gumbo.. excellent pancakes..variety of brunch choices..",2년 전,5
188,中原です,"(Google 번역 제공) 팬케이크가 맛있는 어 가게

(원문)
パンケーキが美味しい御店",2년 전,4
189,casildo rodriguez,"(Google 번역 제공) 너무 비싸지 만 나는 그럴 것으로 예상했다. 사람들 이이 장소에 대해 말한 것에서 나는 더 많은 것을 기대했기 때문에 조금 실망했습니다. 음식은 전반적으로 괜찮 았으며 서비스는 받아 들일 만했습니다. 나는 약간 불만족 스러웠지만 프렌치 토스트를 즐겼다.

(원문)
Overpriced but I expected it would be.  From what people said about this place I expected more, so it was little bit of a let down.  The food overall was okay and the service just acceptable.  I left a bit unsatisfied, however I did enjoy the french toast.",5년 전,3
190,Eugene Yun,"(Google 번역 제공) 팬케이크 애호가는 거기에 가야합니다.

(원문)
Pancakes lover need to go there",1년 전,5
191,Nolan Sinclair,"(Google 번역 제공) 그들은 하나가 아니라 두 종류의 치즈로 채워진 팬케이크를 제공했습니다. 아메리카노는 맛있었고 서비스는 훌륭했습니다.

(원문)
They served me pancakes stuffed with not one, but TWO kinds of cheese. Americano was delicious and the service was excellent.",4년 전,5
192,Ryan Reynolds,"(Google 번역 제공) 한 접시에 약 $ 13의 놀라운 음식. 찾기가 쉽지 않아서 발렛 파킹을 문 바로 바깥에 2000 원에 권장합니다.

(원문)
Incredible food for around $13 a plate.  Not super easy to find and I would highly recommend the valet parking right outside the door for 2000KRW.",9년 전,5
193,JJ Park,"(Google 번역 제공) 과대 평가되었습니다. sinsa stn 근처의 원래 팬케이크가 훨씬 좋습니다.

(원문)
overpriced overrated. the original pancake near sinsa stn is much better.",6년 전,2
194,Ahmad A.,"(Google 번역 제공) 아침에 좋은 곳.

(원문)
Nice place for breakfast.",1년 전,4
195,Jay,"(Google 번역 제공) 너무 비싼

(원문)
Too expensive",9달 전,3
196,Steve Cho,"(Google 번역 제공) 훌륭한 팬케이크-달콤한면에있는 경향이 있습니다.

(원문)
Great pancakes - tends to be on the sweet side.",5년 전,4
197,kwang jin,"(Google 번역 제공) 좋은 팬케이크

(원문)
Good pancakes",1년 전,5
198,freeman12341000,"(Google 번역 제공) 누락 된 IHOP / 와플 하우스는 한국에서 가장 좋은 대안입니다.

(원문)
Missing IHOP/Waffle House this is the best alternative in Korea.",7년 전,4
199,James West,"(Google 번역 제공) 높은 가격과 팬케이크를 제외한 모든 것이 단호한 실망입니다.

(원문)
High prices and everything except the pancakes have been a solid disappointment.",2년 전,3
200,Andrew Kim,"(Google 번역 제공) 그저 그래

(원문)
SO SO",3년 전,3
201,Nick Schmalzriedt,"(Google 번역 제공) 그게 제일이야

(원문)
It's the best",1년 전,5
202,Manish Oza,"(Google 번역 제공) 끔찍한 짓궂은 음식 ......

(원문)
Horrible lousy food......",2년 전,1
203,Ivan Tan,"(Google 번역 제공) 매우 채우고, 브런치에 좋은 곳.

(원문)
Very filling, good place for brunch",2년 전,4
204,mico man,"(Google 번역 제공) 어지간한

(원문)
Decent",2년 전,4
205,최운용,"(Google 번역 제공) 멋지고 추천

(원문)
nice and recommand",3년 전,4
206,Izzie Romero,"(Google 번역 제공) 음식은 비싸지 만 예상했던 것 같아요. 서비스는 괜찮 았습니다 ... 음식은 평균이었습니다.

(원문)
The food is overpriced but I guess that was to be expected. Service was okay...the food was average.",2년 전,3
207,Larry Wiggs II,"(Google 번역 제공) 좋은 아침과 점심 메뉴

(원문)
Good breakfast and lunch menu",5년 전,5
208,Todd withers,"(Google 번역 제공) 아주 좋은 곳.

(원문)
Very nice place.",5년 전,4
209,xin gan,"(Google 번역 제공) 독특한 풍미가 나무

(원문)
风味独特有木有",5년 전,5
210,Dominique Burns,"(Google 번역 제공) 완전한

(원문)
perfect",5년 전,5
211,의료법강의,,1년 전,4
212,Bryce Turner,,2년 전,5
213,Sophia Bak,,1년 전,4
214,J,,2년 전,4
215,꿀잼허니잼버터잼,,2년 전,5
216,JW C,,1년 전,4
217,장영수,,2년 전,4
218,Aaron Lee,,1년 전,5
219,Aleksander Grim,,1년 전,4
220,이범준,,3년 전,5
221,Seonil Kim,,4년 전,4
222,이재훈,,2년 전,3
223,Kelly,,2년 전,4
224,손동자,,1년 전,5
225,강익,,1년 전,4
226,김진모,,3년 전,5
227,Yong Serk park,,3년 전,5
228,은솔,,3년 전,4
229,Shane Kim,,2년 전,3
230,박기호,,2년 전,5
231,RaySpenceful,Wow! The pancakes here were amazing! Perfect consistency.. The honey butter melts right into it. 5 star review. Good English speaking staff as well. I’m a happy customer!,13시간 전,5
232,Eulises Sanchez Negron,,2년 전,5
233,Soyoung Kim,,1년 전,3
234,Sanghyun Sohn,,2년 전,3
235,Seongmin Park,,1년 전,3
236,홍혜미,,1년 전,3
237,Nene,,9달 전,4
238,장웅,,1년 전,4
239,조이공,,4년 전,1
240,뉴욕오빠,,2년 전,5
241,株式会社プレジャー,,2년 전,3
242,김수석 (귤품은삼겹살),,1년 전,3
243,sun lee,,2년 전,5
244,J Chun,,1달 전,3
245,김선웅,,1년 전,3
246,中村丈晴,,2년 전,5
247,Kany Diabate,,4달 전,2
248,백예림,,3년 전,4
249,Sam Lee,,2년 전,5
